comment,mark
ЦСКА ДРУЖБА ДИНАМООООООО ГОООЛ,1

"Давай динамо, побеждать! Можно и ничейку тоже сойдет) свинки не должны быть на 1 месте! Точный счет 2:1 будет победа динамо!!!",1

Опять судья засуживает,1

"Хаха умяров !! Это тебе за пенальти в финале ) кривоногий хер, бумеранг вернулся",0

"ВПЕРЕД, ДИНАМО!!!👍👍👍💪",1

"Ай Умяров ай да профи, видимо опять Газпром виноват, купил низкое качество футболиста)",1

Спартак выиграет этот матч,1

варнулись править краснобелые защеканцы,0

Над ареной раздалось грустное хрюканье........,0

Всë как надо нам! 😊,1

Хрюши будут раскрываться и получат 2 гол),1

Типикал Спартак😆 возят в одну калитку и итог 0:1,1

шашлыком пахнет,1

Попахивает палёной щетиной свинячей 😀😀😀,0
